uniquecolumnheading,self-employed,num-employees,tech-employer,tech-role,has-mental-health-benefits,know-mental-health-options,discussed-mental-health,has-mental-health-resources,anonymity-protected,mental-health-leave-ease,comfort-discussing-health,discuss-mental-health-supervisor,discussed-mental-health-employer,mental-health-talk-employer,discuss-mental-health-coworkers,discussed-mental-health-coworkers,mental-health-talk-coworkers,coworker-mental-health-discussion,coworker-mental-health-talk,importance-physical-health,importance-mental-health,mental-health-coverage,know-mental-health-resources,reveal-mental-health-clients,effect-reveal-mental-health,reveal-mental-health-coworkers,impact-reveal-mental-health,productivity-mental-health,percentage-affected-mental-health,previous-employers,previous-tech-employer,previous-mental-health-benefits,aware-previous-mental-health-options,discussed-mental-health-previous,previous-mental-health-resources,previous-anonymity-protected,previous-comfort-discussing-health,previous-discuss-mental-health-supervisor,previous-discussed-mental-health,previous-mental-health-talk-employer,previous-discuss-mental-health-coworkers,previous-discussed-mental-health-coworkers,previous-mental-health-talk-coworkers,previous-coworker-mental-health-discussion,previous-coworker-mental-health-talk,previous-importance-physical-health,previous-importance-mental-health,current-mental-health-disorder,diagnosed-mental-health,anxiety-disorder,mood-disorder,psychotic-disorder,eating-disorder,adhd,personality-disorder,ocd,ptsd1,stress-response,dissociative-disorder,substance-use,addictive-disorder,other,anxiety-disorder1,mood-disorder1,psychotic-disorder1,eating-disorder1,adhd1,personality-disorder1,ocd1,post-traumatic-stress-disorder_1,stress-response1,dissociative-disorder1,substance-use1,addictive-disorder1,other1,anxiety-disorder2,mood-disorder2,psychotic-disorder2,eating-disorder2,adhd2,personality-disorder2,ocd2,ptsd2,stress-response2,dissociative-disorder2,substance-use2,addictive-disorder2,other2,past-mental-health-disorder,sought-treatment,family-history-mental-illness,mental-health-interference-treated,mental-health-interference-untreated,observations-mental-health-discussion,share-mental-illness,physical-health-interview,physical-health-reason,mental-health-interview,mental-health-reason,open-mental-health,mental-health-career,mental-health-career-effect,team-reaction,unsupportive-response,unsupportive-response-details,supportive-response,supportive-response-details,industry-support,improve-industry-support,additional-comments,interview-mental-health,age,gender,country-live,us-state-live,race,other3,country-work,us-state-work,year,covid-19-diagnosis,start-date,submit-date,network-id
dwrh8o748w6thdwrh8jugoymml0m8h4m,0,26-100,0.0,1.0,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Physical health,Maybe,0.0,nan,No,0.0,nan,0.0,nan,7.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,Some did,N/A (was not aware),None did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,1.0,Not comfortable putting it online. But got some time off plus reduced time when returned with no impact to my salary.,"No, at none of my previous employers",0.0,nan,0.0,nan,7.0,6.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,Maybe,10,No,Not to possibly jeopardize the selection,No,Not to jeopardize the selection process,0,nan,nan,5,No,nan,No,nan,3,nan,nan,0,53,Male,United States of America,New Jersey,I prefer not to answer,nan,United States of America,New Jersey,2022,nan,2/12/22 14:14,2/12/22 14:23,d80d2d5a4f
wsfnwgnfwlvyeg9wsfnvmhgavcjs9d8u,0,26-100,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,No,0.0,nan,No,0.0,nan,1.0,My coworker talked about things they were learning in therapy.,10.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,Some did,"Yes, I was aware of all of them",None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,5.0,0.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,Obsessive-Compulsive Disorder,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Never,Rarely,No,5,No,It might affect whether or not they would hire me.,No,It might effect whether or not they would hire me.,0,nan,nan,4,No,nan,Maybe/Not sure,nan,1,"Less stressful environment. I think there is a misconception that all tech people work at night, and pound energy drinks in a dark room. They shouldn’t demand overtime and give people the opportunity to get away from their desks.",nan,1,30,Female,United States of America,Maryland,White,nan,United States of America,Maryland,2022,nan,2/12/22 14:00,2/12/22 14:11,665c2b1d6a
ofayi1a4tu1vjn19bxj7c9ofayi1a4p0,0,100-500,0.0,1.0,I don't know,Yes,I don't know,No,I don't know,Neither easy nor difficult,Physical health,No,0.0,nan,No,0.0,nan,0.0,nan,6.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Sometimes,Not applicable to me,nan,5,Maybe,nan,No,nan,0,nan,nan,4,"Yes, I experienced",nan,"Yes, I observed",nan,3,nan,nan,0,55,male,United Kingdom,nan,nan,nan,United Kingdom,nan,2022,nan,2/12/22 13:45,2/12/22 13:51,56085f1bdf
svdnvnx5m2q0svdnvnkovd1l2yiz366s,0,More than 1000,0.0,1.0,Yes,No,I don't know,I don't know,I don't know,Somewhat difficult,Physical health,Maybe,0.0,nan,No,0.0,nan,1.0,I was friends with them outside of work and knew what they were going through. There were very obvious signs to others. In the end this person was inflicting harm on themselves. I would just make myself available to talk to them.,6.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,Some did,"No, I only became aware later",Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,6.0,3.0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,Obsessive-Compulsive Disorder,nan,Stress Response Syndromes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,No,Sometimes,Sometimes,Maybe,0,No,It shouldn't affect my interview and I wouldn't think it is appropriate.,No,It wouldn't be appropriate and shouldn't affect my work,0,nan,nan,3,Maybe/Not sure,nan,No,nan,3,I'm honestly not sure. I think mental health is looked down everywhere. Nobody really seems to talk about it.,nan,0,36,Male,United States of America,Pennsylvania,White,nan,United States of America,Pennsylvania,2022,nan,2/12/22 13:35,2/12/22 13:47,da3dcc54f2
jom6ihhx0ttfyjonqezl4rd0bpr3uume,0,500-1000,1.0,1.0,I don't know,No,Yes,No,I don't know,Difficult,Physical health,Maybe,0.0,nan,Maybe,0.0,nan,0.0,nan,8.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,9.0,6.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,9,Maybe,Usually good to know if anyone would require extra support due to his health conditions.,Maybe,"Similarly, if someone might need some support while doing his daily jobs.",0,nan,nan,4,No,nan,No,nan,3,Most industries still have stigma on mental health.,It would be nice to add more awareness and making some rules to make emplyers discuss/inform mental health policies to the staffs.,0,44,Male,United Kingdom,nan,nan,nan,United Kingdom,nan,2022,nan,2/12/22 13:22,2/12/22 13:36,ea7f46e21b
xp3ksd1u701xrbhu4jxp3ksd1vvkhsdh,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,I know some,Not applicable to me,nan,Not applicable to me,Not applicable to me,Unsure,nan,1,0.0,I don't know,N/A (was not aware),None did,None did,"Yes, always",Physical health,Some of my previous supervisors,0.0,nan,"Yes, at all of my previous employers",0.0,nan,0.0,nan,5.0,0.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,nan,7,Maybe,I'm diabetic (type II) but that should be irrelevant,No,"I don't have any issues, so wouldn't bother.",0,nan,nan,4,"Yes, I observed","There was a staff member wouldn't talk to anyone, and hid away. His work was normally OK, but the quality gradually declined. Nobody knew how to deal with it.",No,nan,2,They need to be more proactive and deal with issues as they arise.,nan,1,58,Male,United Kingdom,nan,nan,nan,United Kingdom,nan,2022,nan,2/12/22 13:20,2/12/22 13:33,d13d9cdece
u1hpzknsqg490u1hpz7l1n9lsi6w0agy,0,26-100,1.0,1.0,Yes,Yes,Yes,I don't know,Yes,Neither easy nor difficult,Physical health,Maybe,0.0,nan,No,0.0,nan,0.0,nan,7.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (none offered),None did,None did,"Yes, always",Physical health,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,5.0,5.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,7,Maybe,nan,Maybe,nan,0,nan,nan,8,No,nan,Maybe/Not sure,nan,4,nan,nan,0,45,m,United Kingdom,nan,nan,nan,United Kingdom,nan,2022,nan,2/12/22 13:10,2/12/22 13:18,11fd278c94
5xk11rq3tstyqhnk7m5xk8x7hwhadv3r,0,25-Jun,0.0,1.0,I don't know,Yes,No,No,Yes,I don't know,Same level of comfort for each,Maybe,0.0,nan,Yes,0.0,nan,0.0,nan,6.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,Maybe,5,Maybe,How they will take that,Yes,So they know about it,0,nan,nan,5,Maybe/Not sure,nan,Maybe/Not sure,nan,3,nan,nan,0,46,male,Argentina,nan,nan,nan,Argentina,nan,2022,nan,2/12/22 13:03,2/12/22 13:09,5efe740bcb
vlzcp28920k0kzs943wcd0fvlzcp7vzu,0,26-100,1.0,1.0,No,Yes,No,No,Yes,Very easy,Physical health,Maybe,0.0,nan,Maybe,0.0,nan,1.0,He just informed me why he was not in the office the last month.,7.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,I don't know,Not applicable to me,Not applicable to me,No,7,Yes,Because the employer would be noticing it later.,Maybe,I think I would have to explore how open the employer is about mental health issues.,0,nan,nan,6,No,nan,"Yes, I observed",nan,3,Treating it like a physical health issue.,nan,0,33,male,Austria,nan,nan,nan,Austria,nan,2022,nan,2/9/22 19:39,2/9/22 19:48,a709692bcf
adenauxxz5d0qctsadenajj5ybpy4q71,0,25-Jun,1.0,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Maybe,0.0,nan,No,0.0,nan,0.0,nan,5.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"Yes, they all did",I was aware of some,None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,1.0,"They needed to leave because of stress, unable to cope.",0.0,0.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,nan,7,Maybe,Being a female in the tech world is hard enough wouldn't want to be female with an issue.,No,"Being a female with a mental health issue, I've seen and heard how that would go.",0,nan,nan,3,"Yes, I observed","The person is perceived as weak, unable to handle it, they lose responsibility and stagnate.","Yes, I experienced",nan,2,Stop labeling/categorizing people.,nan,0,61,F,United States of America,California,White,nan,United States of America,California,2022,nan,2/9/22 19:12,2/9/22 19:30,566edd7cbd
5hv41c8brl2fmk5hva5ohvxl6rlub1jq,0,26-100,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Same level of comfort for each,Maybe,0.0,nan,Maybe,0.0,nan,0.0,nan,7.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,nan,7,Maybe,I wouldn't bring it up if it were something without direct impact on my work or if the interviewer/company would look like they may react negatively to it (although in such case I would probably end contact with them after the interview and seek opportunity elsewhere).,Maybe,I would probably bring up a mental health issue in an interview only if it would have significant impact on my work performance also their's reaction to me bringing it up would decide if I would want to work with them.,0,nan,nan,6,No,nan,No,nan,2,nan,nan,0,24,male,Poland,nan,nan,nan,Poland,nan,2022,nan,2/9/22 9:36,2/9/22 9:59,2f77c3670a
gikmuj1jrf30bohgikms8o8cb4ncpl7m,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,I know some,Not applicable to me,nan,Not applicable to me,Not applicable to me,Not applicable to me,nan,1,1.0,Some did,I was aware of some,I don't know,Some did,"Yes, always",Same level of comfort for each,"Yes, all of my previous supervisors",0.0,nan,At some of my previous employers,1.0,nan,1.0,nan,7.0,7.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,8,Yes,it matters,Yes,"again, it mattes",0,nan,nan,7,No,nan,"Yes, I observed",nan,3,listen and don't judge,nan,0,46,male,Denmark,nan,nan,nan,Denmark,nan,2022,nan,2/9/22 8:16,2/9/22 8:31,8299f45f50
hl9zpwollv6sowkypz2hl9zpwzgrh78t,0,26-100,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1.0,"When I joined the company, I gave an intro to myself in a company all hands meeting which I explained I suffered with mental health, and that I was there if anyone wanted to talk to someone who understood what they might be going through. I received a lot of encouragement from the entire company",Yes,1.0,I explained my issues with PTSD,1.0,They opened up to me about issues they were having and how it was effecting their concentration and cinfidence,10.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Post-traumatic Stress Disorder,nan,nan,nan,nan,nan,No,1,No,Sometimes,Often,No,10,Yes,"It effects me on a daily basis, and sometimes that means I have bad days. I believe in being open and transparent about what issues could effect my work",Yes,"They are important, and if I'm suffering and they don't know about it they can't be in a place to help me.",1,0.0,nan,10,No,nan,"Yes, I experienced",nan,4,Better support through benefits would help a lot. Having a dedicated mental health advocate in a company would be amazing too,nan,1,33,Male,United Kingdom,nan,nan,nan,United Kingdom,nan,2022,nan,2/9/22 7:50,2/9/22 8:08,e8cd301426
vhkm3hyiro3mkkxlu2kavhkm3heiza1e,0,25-Jun,1.0,1.0,Yes,Yes,Yes,No,I don't know,Somewhat easy,Mental health,Yes,1.0,I warned them about some relationship issues I was having and how it was impacting me. They were very supportive and open.,Yes,1.0,There is one I speak to about them fairly often. He even checks in on me and we discuss some of the challenges we each face.,1.0,He struggled with depression and would lose a lot of productivity. He apologized and I would help him with gentle reminders of due tasks.,8.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,0.0,nan,At some of my previous employers,1.0,nan,1.0,nan,7.0,6.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,1,No,Not applicable to me,Not applicable to me,No,8,Yes,"I would rather be open about it, therefore I wound discuss it with them",Yes,Best to be more open to it,0,nan,nan,10,Maybe/Not sure,nan,"Yes, I experienced",nan,4,"I don't really have an answer for that, other than if the costs were lower they could provide more.",nan,1,57,Male,United States of America,California,White,nan,United States of America,California,2022,nan,2/9/22 1:28,2/9/22 1:44,258872fc5f
5kse8bc06sdtln6gki5kse81b3ezcmnf,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,"Yes, I know several","Sometimes, if it comes up",No change,"Sometimes, if it comes up",Positively,Yes,1-25%,1,0.0,"Yes, they all did",I was aware of some,"Yes, they all did","Yes, they all did","Yes, always",Same level of comfort for each,"Yes, all of my previous supervisors",1.0,I explained I was having some intrusive thoughts that involved some very disturbing images. They responded by helping me get in touch with medical providers and counselors.,"Yes, at all of my previous employers",0.0,nan,0.0,nan,10.0,10.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Rarely,Sometimes,No,7,Yes,They should know that I may or may not be able to perform some of the tasks without assistance.,Yes,The employer should know that there might be times when I have to take a break to make sure I don't have a breakdown.,0,nan,nan,8,Maybe/Not sure,nan,"Yes, I experienced",nan,3,make their stance on mental health known at the beginning and be supportive,nan,0,31,male,United States of America,Georgia,White,nan,United States of America,Georgia,2022,nan,2/8/22 22:15,2/8/22 22:31,71c1bd77cf
ghf0gqrn2evs0b5hugghf0gqx8zr15qb,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,I know some,Not applicable to me,nan,Not applicable to me,Not applicable to me,No,nan,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,nan,At some of my previous employers,1.0,nan,1.0,nan,4.0,4.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,5,Maybe,nan,No,nan,0,nan,nan,9,No,nan,"Yes, I observed",nan,2,nan,nan,0,40,Female,Canada,nan,nan,nan,Canada,nan,2022,nan,2/8/22 22:13,2/8/22 22:18,d43d387969
v4v5bso6mua6upyonblzv4v5bsoudqe4,0,100-500,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,0.0,nan,Maybe,0.0,nan,0.0,nan,9.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,8.0,8.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,9,Maybe,I would hope they would not discriminate but there are all kinds of people out there,Maybe,"Same, I would hope for no discrimination but can never tell who will be the bad apples",0,nan,nan,9,No,nan,No,nan,3,"Tech is full of startups and employers who expect a lot of their employees, and as a result burnout is too common",nan,0,38,Male,United States of America,North Carolina,White,nan,United States of America,California,2022,nan,2/8/22 22:08,2/8/22 22:13,bd792cbf1d
bpgkitr2b7ug0ktbdbp1sh3szg2phkgd,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Same level of comfort for each,Yes,0.0,nan,Maybe,1.0,nan,1.0,nan,7.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,8.0,0.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Sometimes,Sometimes,No,5,No,nan,No,nan,0,nan,nan,5,"Yes, I experienced",nan,"Yes, I experienced",nan,3,nan,nan,1,38,Male,United States of America,California,White,nan,United States of America,California,2022,nan,2/4/22 3:30,2/4/22 3:40,baf18a8f19
oowr56xyu77op8nyo4oowr56iwz2pmnw,0,More than 1000,1.0,1.0,I don't know,Yes,Yes,Yes,I don't know,Somewhat difficult,Physical health,Maybe,1.0,nan,Yes,1.0,nan,1.0,nan,8.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,I don't know,N/A (was not aware),Some did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,nan,At some of my previous employers,1.0,nan,1.0,nan,7.0,6.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,1,No,Not applicable to me,Not applicable to me,Yes,7,Maybe,nan,No,nan,0,nan,nan,5,No,nan,No,nan,3,nan,nan,0,31,female,Poland,nan,nan,nan,Poland,nan,2022,nan,2/1/22 13:19,2/1/22 13:44,9539efc338
3fyeyiy081k3fyoq7t70yt6rxl450d4k,0,26-100,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,No,0.0,nan,No,0.0,nan,0.0,nan,10.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,"Yes, they all did","Yes, always",Physical health,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,10.0,7.0,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,0,No,Often,Often,Yes,0,No,can imperil the work prospects,No,Can cause you to loose your job,0,nan,nan,0,"Yes, I observed",treated as someone with mental illness,No,nan,3,needs more education and awareness,nan,0,40,M,Australia,nan,nan,nan,Australia,nan,2022,nan,1/31/22 11:00,1/31/22 11:06,5129d1b9f3
88l3evhohjbhp9l88lgjjz32not3r1uz,0,26-100,1.0,1.0,I don't know,Yes,Yes,Yes,Yes,Very easy,Physical health,Yes,1.0,nan,Yes,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Never,Never,Yes,1,Maybe,nan,Maybe,nan,0,nan,nan,4,"Yes, I experienced",nan,"Yes, I experienced",nan,5,nan,nan,1,23,nan,United States of America,Alabama,White,nan,United States of America,Alaska,2022,nan,1/31/22 7:09,1/31/22 7:26,7eefa5bf1d
